date,ticker,amount_usd,price,shares,strategy
2024-10-31,AAPL,416.66666666666674,224.86349487304688,1.8529760328678866,Limit_DCA_stocks5_crypto10
2024-10-31,AMZN,416.66666666666674,186.39999389648438,2.2353362677579214,Limit_DCA_stocks5_crypto10
2024-10-31,BTC-USD,833.3333333333335,70215.1875,0.011868277547978257,Limit_DCA_stocks5_crypto10
2024-10-31,ETH-USD,625.0,2515.79931640625,0.2484299903908056,Limit_DCA_stocks5_crypto10
2024-10-31,GOOGL,416.66666666666674,170.35870361328125,2.445819660687904,Limit_DCA_stocks5_crypto10
2024-10-31,MSFT,416.66666666666674,403.3220520019531,1.0330867469271157,Limit_DCA_stocks5_crypto10
2024-10-31,NVDA,1041.6666666666667,132.72193908691406,7.84848890720714,Limit_DCA_stocks5_crypto10
2024-11-29,AAPL,416.66666666666674,236.49046325683594,1.7618751341112384,Limit_DCA_stocks5_crypto10
2024-11-29,AMZN,416.66666666666674,207.88999938964844,2.004265081966295,Limit_DCA_stocks5_crypto10
2024-11-29,GOOGL,416.66666666666674,168.2082061767578,2.477088818299518,Limit_DCA_stocks5_crypto10
2024-11-29,MSFT,416.66666666666674,421.1458435058594,0.9893643095182766,Limit_DCA_stocks5_crypto10
2024-11-29,NVDA,1041.6666666666667,138.2103729248047,7.5368197380771145,Limit_DCA_stocks5_crypto10
2024-11-30,BTC-USD,833.3333333333335,96449.0546875,0.0086401399789078,Limit_DCA_stocks5_crypto10
2024-11-30,ETH-USD,625.0,3705.705322265625,0.16865885051482785,Limit_DCA_stocks5_crypto10
2024-12-17,NVDA,1041.6666666666667,130.36160278320312,7.990594196659292,Limit_DCA_stocks5_crypto10
2024-12-21,ETH-USD,625.0,3337.222412109375,0.18728149425466464,Limit_DCA_stocks5_crypto10
2024-12-31,AAPL,416.66666666666674,249.53416442871094,1.6697780346855216,Limit_DCA_stocks5_crypto10
2024-12-31,AMZN,416.66666666666674,219.38999938964844,1.8992053777558215,Limit_DCA_stocks5_crypto10
2024-12-31,BTC-USD,833.3333333333335,93429.203125,0.008919409622047266,Limit_DCA_stocks5_crypto10
2024-12-31,GOOGL,416.66666666666674,188.68484497070312,2.2082677956004475,Limit_DCA_stocks5_crypto10
2024-12-31,MSFT,416.66666666666674,419.1965637207031,0.9939648907625064,Limit_DCA_stocks5_crypto10
2025-01-16,AAPL,416.66666666666674,227.4525604248047,1.8318838261854424,Limit_DCA_stocks5_crypto10
2025-01-27,NVDA,1041.6666666666667,118.39420318603516,8.798291120975536,Limit_DCA_stocks5_crypto10
2025-01-31,AMZN,416.66666666666674,237.67999267578125,1.753057386008257,Limit_DCA_stocks5_crypto10
2025-01-31,BTC-USD,833.3333333333335,102405.0234375,0.0081376216259736,Limit_DCA_stocks5_crypto10
2025-01-31,ETH-USD,625.0,3298.26513671875,0.18949355921755148,Limit_DCA_stocks5_crypto10
2025-01-31,GOOGL,416.66666666666674,203.35702514648438,2.048941591108194,Limit_DCA_stocks5_crypto10
2025-01-31,MSFT,416.66666666666674,412.791748046875,1.0093871029111554,Limit_DCA_stocks5_crypto10
2025-02-04,ETH-USD,625.0,2735.05126953125,0.22851491193695844,Limit_DCA_stocks5_crypto10
2025-02-07,GOOGL,416.66666666666674,184.7377166748047,2.255449911184777,Limit_DCA_stocks5_crypto10
2025-02-20,AMZN,416.66666666666674,222.8800048828125,1.8694663385607193,Limit_DCA_stocks5_crypto10
2025-02-25,BTC-USD,833.3333333333335,88736.171875,0.009391134592860569,Limit_DCA_stocks5_crypto10
2025-02-28,AAPL,416.66666666666674,241.24948120117188,1.727119430856802,Limit_DCA_stocks5_crypto10
2025-02-28,MSFT,416.66666666666674,395.6121520996094,1.0532200905743567,Limit_DCA_stocks5_crypto10
2025-02-28,NVDA,1041.6666666666667,124.89279174804688,8.340486685317103,Limit_DCA_stocks5_crypto10
2025-03-10,AMZN,416.66666666666674,194.5399932861328,2.1418046727997266,Limit_DCA_stocks5_crypto10
2025-03-10,ETH-USD,625.0,1861.1513671875,0.33581363182967533,Limit_DCA_stocks5_crypto10
2025-03-10,NVDA,1041.6666666666667,106.95669555664062,9.739144064291287,Limit_DCA_stocks5_crypto10
2025-03-11,AAPL,416.66666666666674,220.30076599121094,1.8913536899971104,Limit_DCA_stocks5_crypto10
2025-03-28,GOOGL,416.66666666666674,154.00564575195312,2.7055285189853664,Limit_DCA_stocks5_crypto10
2025-03-31,BTC-USD,833.3333333333335,82548.9140625,0.01009502478375905,Limit_DCA_stocks5_crypto10
2025-03-31,MSFT,416.66666666666674,374.087158203125,1.1138224275542268,Limit_DCA_stocks5_crypto10
2025-04-03,AAPL,416.66666666666674,202.69386291503906,2.05564520145988,Limit_DCA_stocks5_crypto10
2025-04-03,AMZN,416.66666666666674,178.41000366210938,2.3354445272911466,Limit_DCA_stocks5_crypto10
2025-04-03,NVDA,1041.6666666666667,101.78720092773438,10.233768658263983,Limit_DCA_stocks5_crypto10
2025-04-04,GOOGL,416.66666666666674,145.29400634765625,2.8677484855753517,Limit_DCA_stocks5_crypto10
2025-04-04,MSFT,416.66666666666674,358.5910949707031,1.1619548631030796,Limit_DCA_stocks5_crypto10
2025-04-06,ETH-USD,625.0,1576.72802734375,0.39639049294564277,Limit_DCA_stocks5_crypto10
2025-04-08,BTC-USD,833.3333333333335,76271.953125,0.010925816098712019,Limit_DCA_stocks5_crypto10
2025-05-05,AAPL,416.66666666666674,198.40435791015625,2.1000882795898392,Limit_DCA_stocks5_crypto10
2025-05-07,GOOGL,416.66666666666674,151.06185913085938,2.7582519443622338,Limit_DCA_stocks5_crypto10
2025-05-30,AMZN,416.66666666666674,205.00999450683594,2.03242123716448,Limit_DCA_stocks5_crypto10
2025-05-30,MSFT,416.66666666666674,459.60443115234375,0.906576696012218,Limit_DCA_stocks5_crypto10
2025-05-30,NVDA,1041.6666666666667,135.11300659179688,7.709595789054919,Limit_DCA_stocks5_crypto10
2025-05-31,BTC-USD,833.3333333333335,104638.09375,0.007963957517463219,Limit_DCA_stocks5_crypto10
2025-05-31,ETH-USD,625.0,2529.08740234375,0.24712471361045152,Limit_DCA_stocks5_crypto10
2025-06-22,ETH-USD,625.0,2228.213134765625,0.2804938137418083,Limit_DCA_stocks5_crypto10
2025-06-30,AAPL,416.66666666666674,204.93740844726562,2.033141093290848,Limit_DCA_stocks5_crypto10
2025-06-30,AMZN,416.66666666666674,219.38999938964844,1.8992053777558215,Limit_DCA_stocks5_crypto10
2025-06-30,BTC-USD,833.3333333333335,107135.3359375,0.007778323799903691,Limit_DCA_stocks5_crypto10
2025-06-30,GOOGL,416.66666666666674,176.07252502441406,2.366449090276249,Limit_DCA_stocks5_crypto10
2025-06-30,MSFT,416.66666666666674,496.5936584472656,0.839049511766799,Limit_DCA_stocks5_crypto10
2025-06-30,NVDA,1041.6666666666667,157.98109436035156,6.5936159695833405,Limit_DCA_stocks5_crypto10
2025-07-31,AAPL,416.66666666666674,207.33470153808594,2.009633040565223,Limit_DCA_stocks5_crypto10
2025-07-31,AMZN,416.66666666666674,234.11000061035156,1.7797901225080905,Limit_DCA_stocks5_crypto10
2025-07-31,BTC-USD,833.3333333333335,115758.203125,0.0071989138638707895,Limit_DCA_stocks5_crypto10
2025-07-31,ETH-USD,625.0,3696.707763671875,0.16906935574999266,Limit_DCA_stocks5_crypto10
2025-07-31,GOOGL,416.66666666666674,191.728515625,2.1732117692999884,Limit_DCA_stocks5_crypto10
2025-07-31,MSFT,416.66666666666674,532.6243896484375,0.7822898739986175,Limit_DCA_stocks5_crypto10
2025-07-31,NVDA,1041.6666666666667,177.85997009277344,5.856667276640851,Limit_DCA_stocks5_crypto10
2025-08-29,AAPL,416.66666666666674,232.13999938964844,1.7948938905926726,Limit_DCA_stocks5_crypto10
2025-08-29,AMZN,416.66666666666674,229.0,1.8195050946142652,Limit_DCA_stocks5_crypto10
2025-08-29,GOOGL,416.66666666666674,212.71974182128906,1.958758802070747,Limit_DCA_stocks5_crypto10
2025-08-29,MSFT,416.66666666666674,506.69000244140625,0.8223305466044797,Limit_DCA_stocks5_crypto10
2025-08-29,NVDA,1041.6666666666667,174.170166015625,5.980741079234073,Limit_DCA_stocks5_crypto10
2025-08-31,BTC-USD,833.3333333333335,108236.7109375,0.0076991745787113935,Limit_DCA_stocks5_crypto10
2025-08-31,ETH-USD,625.0,4390.01904296875,0.1423684029346132,Limit_DCA_stocks5_crypto10
2025-09-25,ETH-USD,625.0,3868.333984375,0.16156826233838756,Limit_DCA_stocks5_crypto10
2025-09-30,AAPL,416.66666666666674,254.6300048828125,1.636361224822769,Limit_DCA_stocks5_crypto10
2025-09-30,AMZN,416.66666666666674,219.57000732421875,1.8976483707604634,Limit_DCA_stocks5_crypto10
2025-09-30,BTC-USD,833.3333333333335,114056.0859375,0.007306346929965493,Limit_DCA_stocks5_crypto10
2025-09-30,GOOGL,416.66666666666674,243.10000610351562,1.7139722591748674,Limit_DCA_stocks5_crypto10
2025-09-30,MSFT,416.66666666666674,517.9500122070312,0.8044534353637968,Limit_DCA_stocks5_crypto10
2025-09-30,NVDA,1041.6666666666667,186.5800018310547,5.5829491716367325,Limit_DCA_stocks5_crypto10
